"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.699707192E1,-1.064586182E0,1.117501144E1,1.761836243E0,1.136302299E1
3.700700892E1,-1.399290161E0,1.128368546E1,9.366023254E-1,1.140862807E1
3.701694692E1,-1.922302551E0,1.128383514E1,-1.905537415E-1,1.144799080E1
3.702688392E1,-2.291584625E0,1.124416763E1,-1.271455994E0,1.154553014E1
3.703682092E1,-2.341580658E0,1.129506180E1,-2.111209717E0,1.172683365E1
3.704675892E1,-2.065255280E0,1.125748993E1,-2.591860199E0,1.173516503E1
3.705669592E1,-1.394949188E0,1.102786743E1,-2.670746155E0,1.143208766E1
3.706663392E1,-8.150550842E-1,1.055440201E1,-2.404749298E0,1.085553019E1
3.707657092E1,-3.725752258E-1,9.834698639E0,-1.920356598E0,1.002735654E1
3.708650892E1,-2.380050659E-2,9.086404724E0,-1.589843903E0,9.224474018E0
3.709644592E1,1.460961914E-1,8.512947235E0,-1.582509155E0,8.660020205E0
3.710638392E1,2.505789185E-1,8.117619324E0,-1.698966980E0,8.297290044E0
3.711632092E1,2.691403198E-1,7.842940521E0,-1.812431030E0,8.054133024E0
3.712625892E1,2.588117981E-1,7.631430359E0,-1.808239746E0,7.847002221E0
3.713619592E1,3.679348755E-1,7.644602966E0,-1.653611298E0,7.830054975E0
3.714613392E1,3.852987671E-1,7.828869781E0,-1.381626892E0,7.959180238E0
3.715607092E1,3.147953796E-1,8.243806915E0,-9.256750488E-1,8.301585564E0
3.716600892E1,-2.526745605E-1,8.726403351E0,-2.104623413E-1,8.732597224E0
3.717594592E1,-1.119671631E0,9.391620026E0,5.195695496E-1,9.472388494E0
3.718588292E1,-1.581611023E0,1.045905029E1,1.153351593E0,1.064065065E1
3.719582092E1,-1.971699829E0,1.117291580E1,1.539249115E0,1.144949499E1
3.720575792E1,-2.393672333E0,1.156779465E1,1.789229279E0,1.194758895E1
3.721569592E1,-4.067641296E0,1.248373993E1,1.436712341E0,1.320808884E1
3.722563292E1,-5.390141144E0,1.224199265E1,6.149212646E-1,1.339022530E1
3.723557092E1,-5.654192047E0,1.149339935E1,7.304809570E-2,1.280911599E1
3.724550792E1,-5.093158722E0,1.096978821E1,2.936892700E-1,1.209804829E1
3.725544592E1,-3.854634247E0,1.065154999E1,9.785151672E-1,1.136974996E1
3.726538292E1,-2.830464020E0,1.040381516E1,1.699865112E0,1.091514717E1
3.727532092E1,-2.094294891E0,1.013946487E1,2.319576416E0,1.061014862E1
3.728525792E1,-1.470092926E0,9.960287476E0,2.828218689E0,1.045788319E1
3.729519592E1,-9.345066833E-1,9.836345215E0,3.192411346E0,1.038356779E1
3.730513292E1,-4.502636719E-1,9.963430939E0,3.444038086E0,1.055149713E1
3.731507092E1,4.101470947E-2,1.008857071E1,3.592379608E0,1.070916114E1
3.732500792E1,4.932243347E-1,1.005863297E1,3.524271240E0,1.066957615E1
3.733494492E1,4.749623108E-1,9.798024902E0,3.123255157E0,1.029473671E1
3.734488292E1,2.665956116E-1,9.325008545E0,2.481838989E0,9.653309399E0
3.735481992E1,-1.347198486E-3,8.769364014E0,1.867666168E0,8.966042825E0
3.736475792E1,9.397457886E-1,8.396938477E0,1.986668701E0,8.679778249E0
3.737469492E1,1.312470703E0,8.074059906E0,1.894460449E0,8.396547094E0
3.738463292E1,1.327589264E0,7.833510132E0,1.661544800E0,8.117087246E0
3.739456992E1,1.173709259E0,7.707472229E0,1.642085266E0,7.967381352E0
3.740450792E1,9.250762939E-1,7.640860748E0,1.870210876E0,7.920619158E0
3.741444492E1,7.571255493E-1,7.690856781E0,2.250719604E0,8.049115222E0
3.742438292E1,5.647755432E-1,7.895181885E0,2.536026306E0,8.311696447E0
3.743431992E1,4.255650330E-1,8.109386444E0,2.669099579E0,8.547944002E0
3.744425792E1,1.422042847E-2,8.199648743E0,2.747686157E0,8.647787055E0
3.745419492E1,-4.373904419E-1,8.213420105E0,2.865191803E0,8.709816547E0
3.746413292E1,-8.574169922E-1,8.175997925E0,2.956651611E0,8.736354773E0
3.747406992E1,-1.259480896E0,8.084987183E0,3.019670563E0,8.721910351E0
3.748400692E1,-1.680555267E0,7.959697723E0,3.172053680E0,8.731722534E0
3.749394492E1,-2.116598511E0,7.861651611E0,3.396287384E0,8.821582812E0
3.750388192E1,-2.485880585E0,7.775430908E0,3.579656067E0,8.913521507E0
3.751381992E1,-2.721790009E0,7.801776123E0,3.601959686E0,9.013876253E0
3.752375692E1,-2.835703125E0,7.862998810E0,3.564687195E0,9.087076389E0
3.753369492E1,-2.911445618E0,7.763306122E0,3.449127502E0,8.980084524E0
3.754363192E1,-2.903811493E0,7.524702301E0,3.514990540E0,8.798205749E0
3.755356992E1,-2.812052307E0,7.342082062E0,3.663332062E0,8.673742501E0
3.756350692E1,-2.567311249E0,7.824079742E0,3.645219727E0,9.005272773E0
3.757344492E1,-2.324665833E0,8.596473541E0,3.433260498E0,9.544145128E0
3.758338192E1,-2.278412018E0,8.964408417E0,3.450923767E0,9.872216288E0
3.759331992E1,-2.338287506E0,9.151070251E0,3.727099457E0,1.015386358E1
3.760325692E1,-2.657124481E0,9.608369293E0,4.011358337E0,1.074579298E1
3.761319492E1,-2.965034180E0,1.014575180E1,4.090244293E0,1.133392278E1
3.762313192E1,-3.139421539E0,1.051458481E1,4.136498108E0,1.172702340E1
3.763306892E1,-3.581751709E0,1.034618500E1,4.498146057E0,1.183662989E1
3.764300692E1,-4.141288147E0,1.021206390E1,4.957391052E0,1.208355257E1
3.765294392E1,-4.710554352E0,1.010189301E1,5.413193207E0,1.239113495E1
3.766288192E1,-5.392536163E0,9.684560852E0,5.754932556E0,1.248957221E1
3.767281892E1,-6.372398529E0,9.070388031E0,5.931265869E0,1.257216437E1
3.768275692E1,-7.319029999E0,8.462502136E0,6.086493073E0,1.273685756E1
3.769269392E1,-7.620802460E0,8.229885864E0,6.116131439E0,1.277555147E1
3.770263192E1,-6.447991333E0,8.940458221E0,5.395829315E0,1.227287087E1
3.771256892E1,-4.356540527E0,1.024559418E1,3.851041718E0,1.178058435E1
3.772250692E1,-2.456541595E0,1.123728195E1,2.479593658E0,1.176688094E1
3.773244392E1,-1.087638245E0,1.175445648E1,1.434017944E0,1.189145120E1
3.774238192E1,1.788780212E-1,1.211161377E1,8.071215820E-1,1.213979533E1
3.775231892E1,1.518143005E0,1.317275711E1,6.722520447E-1,1.327698049E1
3.776225675E1,2.719993744E0,1.495285538E1,6.652166748E-1,1.521278289E1
3.777219375E1,3.782933350E0,1.653521484E1,1.781295776E-1,1.696336184E1
3.778213075E1,4.781207428E0,1.695344513E1,-1.168470154E0,1.765345770E1
3.779206875E1,5.143753510E0,1.539294022E1,-2.643652496E0,1.644353086E1
3.780200575E1,2.914888458E0,1.240141113E1,-2.749931488E0,1.303279310E1
3.781194375E1,2.395019531E-1,1.014380585E1,-1.670975189E0,1.028330279E1
3.782188075E1,-7.078779602E-1,8.309370575E0,-7.009922791E-1,8.368878105E0
3.783181875E1,-1.141975250E0,6.634952545E0,1.161584473E-1,6.733512867E0
3.784175575E1,-1.407523041E0,5.218597870E0,7.391629028E-1,5.455386937E0
3.785169375E1,-1.487157440E0,4.319268036E0,8.490344238E-1,4.646350511E0
3.786163075E1,-1.116977234E0,4.424499207E0,6.153703308E-1,4.604618552E0
3.787156875E1,-4.969665527E-1,5.563330994E0,6.722520447E-1,5.625793305E0
3.788150575E1,5.147795105E-1,7.271279297E0,7.414082336E-1,7.327085828E0
3.789144375E1,1.399290161E0,8.854686584E0,7.447013855E-1,8.995447049E0
3.790138075E1,1.782642975E0,1.019829254E1,7.029382324E-1,1.037675811E1
3.791131875E1,1.737736359E0,1.139520355E1,7.186555481E-1,1.154932281E1
3.792125575E1,1.896256714E0,1.226489502E1,7.845185852E-1,1.243538937E1
3.793119275E1,2.445165253E0,1.237102432E1,7.740403748E-1,1.263408938E1
3.794113075E1,2.622995453E0,1.153755753E1,4.233197021E-1,1.183953286E1
3.795106775E1,2.764151917E0,1.029289581E1,-1.815724182E-1,1.065913733E1
3.796100575E1,3.336262207E0,9.186845856E0,-6.857240295E-1,9.797907926E0
3.797094275E1,4.035757599E0,8.459358673E0,-6.798861694E-1,9.397357807E0
3.798088075E1,4.521647186E0,8.155191193E0,-3.730242920E-1,9.332287168E0
3.799081775E1,4.578977966E0,8.176746368E0,3.267704773E-1,9.377259692E0
3.800075575E1,3.774251404E0,8.412655792E0,6.999444580E-1,9.247035924E0
3.801069275E1,2.475851440E0,8.561296692E0,9.457333374E-1,8.962145555E0
3.802063075E1,1.742376709E0,8.808432770E0,1.221160583E0,9.061765701E0
3.803056775E1,1.452729034E0,9.045240326E0,1.446591797E0,9.274665602E0
3.804050575E1,1.003513184E0,9.407337341E0,1.711391144E0,9.614254740E0
3.805044275E1,8.044271851E-1,9.671537933E0,1.804048462E0,9.871187362E0
3.806038075E1,1.049168243E0,9.790839844E0,1.528621216E0,9.964837263E0
3.807031775E1,7.342231750E-1,9.758806458E0,1.263372803E0,9.867598390E0
3.808025475E1,2.697390747E-1,9.530680847E0,7.952961731E-1,9.567608509E0
3.809019275E1,-1.073567505E0,9.500443726E0,1.437610474E0,9.668386734E0
3.810012975E1,-1.400637360E0,9.644593964E0,9.147477722E-1,9.788602619E0
3.811006775E1,-2.260748749E0,9.803264008E0,4.558021545E-1,1.007088505E1
3.812000475E1,-3.147205353E0,9.958341522E0,1.426533508E-1,1.044479858E1
3.812994275E1,-3.423530731E0,1.026415558E1,-9.310638428E-2,1.082044921E1
3.813987975E1,-4.040847015E0,1.039453445E1,8.981323242E-2,1.115270629E1
3.814981775E1,-4.347409515E0,1.034872971E1,2.891986084E-1,1.122852670E1
3.815975475E1,-3.829935608E0,1.010668304E1,3.293151855E-1,1.081304293E1
3.816969275E1,-2.495310974E0,9.530231781E0,4.763095093E-1,9.862999818E0
3.817962975E1,-1.547032928E0,8.904083862E0,8.473878479E-1,9.077118842E0
3.818956775E1,-1.430275726E0,8.567733307E0,1.708397369E0,8.852703781E0
3.819950475E1,-1.249002686E0,8.387508087E0,2.481988678E0,8.835755056E0
3.820944275E1,-9.511221313E-1,8.288414154E0,2.770588531E0,8.790824950E0
3.821937975E1,-8.038284302E-1,8.386460266E0,2.793341217E0,8.875900579E0
3.822931675E1,-8.225395203E-1,8.594527588E0,2.541714478E0,9.000154899E0
3.823925475E1,-7.840695190E-1,8.806037750E0,2.254761200E0,9.123870557E0
3.824919175E1,-7.304809570E-1,8.916358337E0,1.970202942E0,9.160608498E0
3.825912975E1,-5.433700562E-1,8.894054718E0,1.747316437E0,9.080340031E0
3.826906675E1,-4.245172119E-1,8.765322418E0,1.663939819E0,8.931953184E0
3.827900475E1,-5.171745300E-1,8.729397125E0,1.675465851E0,8.903764905E0
3.828894175E1,-5.613327026E-1,8.813073120E0,1.775008850E0,9.007552866E0
3.829887975E1,-5.289999390E-1,9.044641571E0,1.855242004E0,9.248097371E0
3.830881675E1,-4.825964355E-1,9.498497772E0,1.955234070E0,9.709649814E0
3.831875475E1,-3.782633972E-1,9.897268524E0,2.105970612E0,1.012591328E1
3.832869175E1,-2.529739380E-1,1.017149826E1,2.085612946E0,1.038620017E1
3.833862975E1,-2.332150269E-1,1.033510803E1,1.983974304E0,1.052639546E1
3.834856675E1,-3.516188049E-1,1.051952454E1,1.793121185E0,1.067704621E1
3.835850475E1,-3.896397400E-1,1.041848465E1,1.519190826E0,1.053587122E1
3.836844175E1,-5.004093933E-1,1.007405090E1,1.392105103E0,1.018208563E1
3.837837875E1,-7.737409973E-1,9.917177124E0,1.775607605E0,1.010454648E1
3.838831675E1,-6.176156616E-1,9.993368683E0,2.323618011E0,1.027852457E1
3.839825375E1,-1.323248291E-1,1.012314880E1,2.658172302E0,1.046716445E1
3.840819175E1,2.303709412E-1,1.016581009E1,2.841391296E0,1.055794819E1
3.841812875E1,2.499801636E-1,1.013542328E1,3.183879089E0,1.062668251E1
3.842806675E1,-1.029858398E-1,1.023631348E1,3.585942993E0,1.084673715E1
3.843800375E1,-6.277944946E-1,1.063987427E1,3.727847900E0,1.129149682E1
3.844794175E1,-1.182391205E0,1.105271576E1,3.449426880E0,1.163869067E1
3.845787875E1,-1.526675262E0,1.121767273E1,2.632276154E0,1.162307174E1
3.846781675E1,-1.846260681E0,1.116258728E1,1.466949463E0,1.140894272E1
3.847775375E1,-2.442321167E0,1.106424179E1,3.448828125E-1,1.133584241E1
3.848769175E1,-2.948119354E0,1.096859070E1,-6.577322388E-1,1.137690649E1
3.849762875E1,-3.044818268E0,1.071142548E1,-1.547032928E0,1.124272498E1
3.850756675E1,-2.627635803E0,1.029304550E1,-2.284100189E0,1.086592699E1
3.851750375E1,-1.567540283E0,9.788594513E0,-2.785856781E0,1.029731825E1
3.852744175E1,-4.920268250E-1,9.333540802E0,-2.927612000E0,9.794283349E0
3.853737875E1,1.919009399E-1,9.043593750E0,-2.837200012E0,9.480143343E0
3.854731675E1,4.902305603E-1,8.848848724E0,-2.589614868E0,9.233014400E0
3.855725375E1,7.201524353E-1,8.799750824E0,-2.231559448E0,9.106815671E0
3.856719075E1,9.243278503E-1,8.872050476E0,-1.955832825E0,9.131973700E0
3.857712875E1,1.168470154E0,8.904682617E0,-1.787283325E0,9.157132559E0
3.858706575E1,1.618135071E0,8.942254486E0,-1.636846161E0,9.233717656E0
3.859700375E1,1.859133911E0,9.082213440E0,-1.941163330E0,9.471594108E0
3.860694075E1,2.293530579E0,9.407487030E0,-1.946701813E0,9.876777950E0
3.861687875E1,2.233954468E0,9.973609772E0,-1.442250824E0,1.032199263E1
3.862681575E1,2.685415649E-1,1.071441925E1,-4.056564331E-1,1.072545811E1
3.863675375E1,-9.029223633E-1,1.146480881E1,6.954537964E-1,1.152131788E1
3.864669075E1,-1.360221405E0,1.203332657E1,1.529219971E0,1.220613224E1
3.865662875E1,-2.398462372E0,1.237910751E1,2.049388275E0,1.277477659E1
3.866656575E1,-3.065325623E0,1.226205093E1,1.729054413E0,1.275710561E1
3.867650375E1,-4.733905792E0,1.247939896E1,3.944297791E-1,1.335293366E1
3.868644075E1,-6.151457977E0,1.233165619E1,-2.891986084E-1,1.378382441E1
3.869637875E1,-6.626569977E0,1.145792313E1,1.597178650E-1,1.323710474E1
3.870631575E1,-6.031856689E0,1.063358734E1,1.032852173E0,1.226879205E1
3.871625275E1,-4.594246216E0,1.015832565E1,1.784439240E0,1.129083264E1
3.872619075E1,-3.173400879E0,9.746681671E0,2.333497467E0,1.051253952E1
3.873612775E1,-2.214195557E0,9.373507690E0,2.729723511E0,1.001082908E1
3.874606575E1,-1.348545685E0,9.101972351E0,3.052901459E0,9.694569792E0
3.875600275E1,-6.173162842E-1,9.159752197E0,3.172203369E0,9.713136153E0
3.876594054E1,-1.721420288E-2,9.470356293E0,3.235372009E0,1.000777581E1
3.877587754E1,3.400927734E-1,9.658814392E0,3.171454926E0,1.017184766E1
3.878581554E1,3.942800903E-1,9.614506531E0,2.981949005E0,1.007403655E1
3.879575254E1,7.155120850E-2,9.303752747E0,2.487976227E0,9.630937672E0
3.880569054E1,9.515711975E-1,9.038204956E0,2.533930664E0,9.434799478E0
3.881562754E1,1.074016571E0,8.582253113E0,2.087858276E0,8.897625092E0
3.882556554E1,8.385562134E-1,7.899073792E0,1.312021637E0,8.051083409E0
3.883550254E1,2.618804169E0,7.437733154E0,1.706601105E0,8.067868187E0
3.884544054E1,2.674488373E0,7.213050385E0,1.620679779E0,7.861780133E0
3.885537754E1,1.794468384E0,7.073690186E0,1.635948029E0,7.478872614E0
3.886531554E1,1.231788483E0,7.115453339E0,2.221230927E0,7.555186689E0
3.887525254E1,8.696914673E-1,7.430548096E0,2.778671722E0,7.980628095E0
3.888518954E1,4.948709106E-1,7.810308380E0,2.894830170E0,8.344210923E0
3.889512754E1,-2.287243652E-1,8.102949829E0,2.834056549E0,8.587315488E0
3.890506454E1,-9.380992126E-1,8.321944427E0,2.912343750E0,8.866596602E0
3.891500254E1,-1.511706390E0,8.500672760E0,3.056344299E0,9.159035651E0
3.892493954E1,-2.043550415E0,8.590935059E0,3.175346832E0,9.384193678E0
3.893487754E1,-2.542612610E0,8.594677277E0,3.312611389E0,9.555456587E0
3.894481454E1,-2.961142273E0,8.521778870E0,3.427123260E0,9.650608919E0
3.895475254E1,-3.229683838E0,8.378826141E0,3.532055054E0,9.649404028E0
3.896468954E1,-3.329376526E0,8.262967072E0,3.617527313E0,9.614981890E0
3.897462754E1,-3.179388428E0,8.182284851E0,3.668122101E0,9.513853893E0
3.898456454E1,-2.963237915E0,8.046517181E0,3.722159729E0,9.347817432E0
3.899450254E1,-2.791694641E0,7.686216431E0,3.834126892E0,9.031722483E0
3.900443954E1,-2.622247009E0,7.179370422E0,3.939657440E0,8.598862703E0
3.901437754E1,-2.308948517E0,7.450905762E0,3.799698486E0,8.676689951E0
3.902431454E1,-2.057621155E0,8.529712372E0,3.511697388E0,9.451021982E0
3.903425254E1,-2.296674042E0,8.933123474E0,3.601660309E0,9.901886873E0
3.904418954E1,-2.661914520E0,8.989556122E0,3.963757324E0,1.017886439E1
3.905412654E1,-2.884052582E0,9.169481964E0,4.386927338E0,1.056609153E1
3.906406454E1,-2.982996826E0,9.600435791E0,4.519701233E0,1.102244695E1
3.907400154E1,-2.916535034E0,1.019919067E1,4.108206940E0,1.137572113E1
3.908393954E1,-2.966231689E0,1.026879593E1,3.844754791E0,1.135908622E1
3.909387654E1,-3.191064148E0,9.912387085E0,4.219126282E0,1.123562792E1
3.910381454E1,-3.513044586E0,9.837542725E0,5.057981873E0,1.160611519E1
3.911375154E1,-4.228406982E0,9.758357391E0,5.990692291E0,1.220628358E1
3.912368954E1,-5.084776154E0,9.503287811E0,6.284980316E0,1.247671452E1
3.913362654E1,-6.124813385E0,9.106912079E0,6.229296112E0,1.261956087E1
3.914356454E1,-7.072193298E0,9.152567139E0,5.996081085E0,1.302836873E1
3.915350154E1,-7.024592285E0,9.977501678E0,5.119204559E0,1.323259959E1
3.916343954E1,-5.660179596E0,1.116423386E1,3.496279449E0,1.299621948E1
3.917337654E1,-3.622616730E0,1.220486984E1,1.540895691E0,1.282406173E1
3.918331454E1,-1.825004883E0,1.377944550E1,-1.561253357E-1,1.390065236E1
3.919325154E1,1.086740112E-1,1.637070694E1,-1.186582489E0,1.641401333E1
3.920318954E1,3.023412781E0,1.907154053E1,-1.961670685E0,1.940909155E1
3.921312654E1,5.831872559E0,1.984064117E1,-3.027304688E0,2.090039123E1
3.922306354E1,6.465504913E0,1.732602036E1,-3.016676788E0,1.873750448E1
3.923300154E1,4.204606476E0,1.301288956E1,-1.621727600E0,1.377112961E1
3.924293854E1,1.495989075E0,9.999805298E0,-5.834866333E-1,1.012790926E1
3.925287654E1,2.595602417E-1,8.150700531E0,-1.363664246E-1,8.155972442E0
3.926281354E1,-2.242337036E-1,6.807393951E0,3.667373657E-2,6.811184781E0
3.927275154E1,-5.298980713E-1,5.733078003E0,1.088237000E-1,5.758543041E0
3.928268854E1,-6.480024719E-1,4.886588287E0,2.097138977E-1,4.933825312E0
3.929262654E1,-6.468049622E-1,4.693639526E0,3.173400879E-1,4.748611733E0
3.930256354E1,-2.866539001E-1,5.160818024E0,4.564009094E-1,5.188883784E0
3.931250154E1,5.715115356E-1,6.322103119E0,5.683680725E-1,6.373276673E0
3.932243854E1,1.475631409E0,7.724836121E0,7.713459778E-1,7.902250044E0
3.933237654E1,1.950294342E0,9.250463562E0,1.088686066E0,9.516299779E0
3.934231354E1,2.079326019E0,1.065199905E1,1.034498749E0,1.090224143E1
3.935225154E1,2.184407501E0,1.141675873E1,6.098318481E-1,1.163984153E1
3.936218854E1,2.522404633E0,1.146406036E1,4.053570557E-1,1.174527648E1
3.937212654E1,2.964585114E0,1.079031143E1,1.234931946E-1,1.119083716E1
3.938206354E1,3.501817932E0,9.749076691E0,-5.906716919E-1,1.037574663E1
3.939200154E1,4.027375031E0,9.088350677E0,-1.066831512E0,9.997799615E0
3.940193854E1,4.355043640E0,8.691675568E0,-1.260528717E0,9.803089407E0
3.941187654E1,4.215384064E0,8.510252838E0,-1.206341400E0,9.573354989E0
3.942181354E1,4.118535461E0,8.544082489E0,-7.382647705E-1,9.513606824E0
3.943175054E1,4.025129700E0,8.503816223E0,1.052311707E-1,9.408912427E0
3.944168854E1,3.462599487E0,8.512947235E0,1.027762756E0,9.247494911E0
3.945162554E1,2.554587708E0,8.710835724E0,1.703158264E0,9.236088211E0
3.946156354E1,1.587299194E0,8.749006348E0,2.203717346E0,9.160840624E0
3.947150054E1,1.125659180E0,8.941206665E0,2.690355377E0,9.404801820E0
3.948143854E1,1.024918671E0,9.294322357E0,2.691403198E0,9.730289694E0
3.949137554E1,1.057850189E0,9.499994659E0,1.789828033E0,9.724835728E0
3.950131354E1,3.206332397E-1,9.579629059E0,1.703457642E0,9.735187030E0
3.951125054E1,2.538720703E-1,9.821526031E0,9.482780457E-1,9.870463812E0
3.952118854E1,-5.959107971E-1,9.817783813E0,8.273295593E-1,9.870585742E0
3.953112554E1,-1.608554993E0,1.007629623E1,1.388213196E0,1.029787992E1
3.954106354E1,-2.195035400E0,1.030097900E1,9.662406921E-1,1.057648193E1
3.955100054E1,-2.737357635E0,1.033016830E1,5.953120422E-1,1.070326588E1
3.956093854E1,-3.518583069E0,1.022104523E1,5.297483826E-1,1.082269956E1
3.957087554E1,-3.604953461E0,1.009380981E1,3.604504395E-1,1.072430000E1
3.958081354E1,-4.008214874E0,9.905501404E0,6.174659729E-1,1.070355122E1
3.959075054E1,-4.297263794E0,9.618997192E0,1.066382446E0,1.058908658E1
3.960068854E1,-4.028722229E0,9.321266327E0,1.406325531E0,1.025155404E1
3.961062554E1,-3.148253174E0,8.924740906E0,1.760938110E0,9.626183112E0
3.962056254E1,-2.212848358E0,8.494984589E0,1.896256714E0,8.980938177E0
3.963050054E1,-1.822909241E0,8.178842010E0,1.830693054E0,8.577172715E0
3.964043754E1,-1.708696747E0,8.154592438E0,1.973346405E0,8.562191217E0
3.965037554E1,-1.246308289E0,8.184530182E0,1.943258972E0,8.503885822E0
3.966031254E1,-8.339158630E-1,8.185877380E0,1.645079041E0,8.391083911E0
3.967025054E1,-7.617658997E-1,8.470136261E0,1.467398529E0,8.629991542E0
3.968018754E1,-8.553213501E-1,8.925639038E0,1.631756744E0,9.113793772E0
3.969012554E1,-7.680528259E-1,9.157207489E0,1.813778229E0,9.366650714E0
3.970006254E1,-4.899311829E-1,9.099277954E0,1.841470642E0,9.296661012E0
3.971000054E1,-2.939886475E-1,9.078321533E0,1.834734650E0,9.266531305E0
3.971993754E1,-2.035766602E-1,9.119934998E0,1.892065430E0,9.316360309E0
3.972987554E1,-2.171983337E-1,9.215137024E0,1.998494110E0,9.431855819E0
3.973981254E1,-2.661465454E-1,9.349407806E0,2.086960144E0,9.583196907E0
3.974975054E1,-3.044668579E-1,9.532776489E0,2.085014191E0,9.762879280E0
3.975968754E1,-3.784130859E-1,9.751621399E0,1.956730957E0,9.953196090E0
3.976962567E1,-7.083270264E-1,9.897268524E0,1.751956787E0,1.007606094E1
3.977956267E1,-1.216819611E0,9.953401794E0,1.703757019E0,1.017121651E1
3.978950067E1,-1.565594330E0,1.012269974E1,1.801354065E0,1.040024096E1
3.979943767E1,-1.332528992E0,1.043345352E1,2.118544464E0,1.072943692E1
3.980937567E1,-5.707630920E-1,1.085827011E1,2.247127075E0,1.110303474E1
3.981931267E1,2.082170105E-1,1.131631760E1,2.224524078E0,1.153476942E1
3.982924967E1,5.647755432E-1,1.131541946E1,2.567760315E0,1.161684476E1
3.983918767E1,4.351451111E-1,1.117935242E1,3.180585938E0,1.163113918E1
3.984912467E1,9.145980835E-2,1.128099106E1,3.553161163E0,1.182768272E1
3.985906267E1,-2.225871277E-1,1.150612289E1,3.171454926E0,1.193727504E1
3.986899967E1,-4.198768616E-1,1.145956970E1,2.339934082E0,1.170356039E1
3.987893767E1,-6.759942627E-1,1.117875366E1,1.374890900E0,1.128325426E1
3.988887467E1,-1.074016571E0,1.077863571E1,3.406915283E-1,1.083736915E1
3.989881267E1,-1.459764404E0,1.067355423E1,-7.921527100E-1,1.080199879E1
3.990874967E1,-1.633852386E0,1.087922653E1,-1.777403870E0,1.114388658E1
3.991868767E1,-1.259480896E0,1.092293564E1,-2.588117981E0,1.129580319E1
3.992862467E1,-4.595443726E-1,1.069705536E1,-3.109633484E0,1.114934952E1
3.993856267E1,3.981719971E-2,1.005504044E1,-3.158731384E0,1.053959238E1
3.994849967E1,3.905378723E-1,9.243128815E0,-2.884801025E0,9.690718604E0
3.995843767E1,4.682263184E-1,8.722960510E0,-2.615511017E0,9.118671714E0
3.996837467E1,4.233197021E-1,8.516689453E0,-2.367925873E0,8.849874109E0
3.997831267E1,3.858975220E-1,8.391250305E0,-2.177072754E0,8.677652007E0
3.998824967E1,4.803511047E-1,8.321944427E0,-1.901795197E0,8.549989544E0
3.999818767E1,6.632707214E-1,8.377478943E0,-1.946701813E0,8.626223359E0
4.000812467E1,1.001267853E0,8.516689453E0,-2.131717072E0,8.836331491E0
4.001806267E1,1.532812500E0,8.862620087E0,-2.182461548E0,9.255197857E0
4.002799967E1,1.391955414E0,9.417067108E0,-1.941462708E0,9.715347150E0
4.003793667E1,3.152444458E-1,1.005953110E1,-9.571096802E-1,1.010987655E1
4.004787467E1,-6.276448059E-1,1.070828201E1,5.400769043E-1,1.074024789E1
4.005781167E1,-1.010099487E0,1.109507767E1,1.623523865E0,1.125863576E1
4.006774967E1,-1.409468994E0,1.165162033E1,2.242935791E0,1.194895896E1
4.007768667E1,-2.107467499E0,1.181493073E1,2.132465515E0,1.218939771E1
4.008762467E1,-4.045337677E0,1.219484070E1,9.786648560E-1,1.288552217E1
4.009756167E1,-5.625002747E0,1.231010101E1,4.077520752E-1,1.354051345E1
4.010749967E1,-6.484216003E0,1.162392792E1,5.378315735E-1,1.332103675E1
4.011743667E1,-5.930367737E0,1.068148773E1,1.489402771E0,1.230779275E1
4.012737467E1,-4.565356293E0,1.009126511E1,2.067799988E0,1.126729366E1
4.013731167E1,-3.183729401E0,1.004381378E1,2.373763733E0,1.080042048E1
4.014724967E1,-2.023043060E0,9.990674286E0,2.769989777E0,1.056310178E1
4.015718667E1,-1.127455444E0,9.845925293E0,2.960842896E0,1.034311323E1
4.016712467E1,-4.216731262E-1,9.812544708E0,3.049159241E0,1.028402713E1
4.017706167E1,1.507365417E-1,9.853260040E0,3.148851929E0,1.034527541E1
4.018699967E1,4.028123474E-1,9.887538757E0,3.225043488E0,1.040800586E1
4.019693667E1,3.959266663E-1,9.744885406E0,3.146307220E0,1.024786800E1
4.020687467E1,1.833686829E-1,9.349557495E0,2.813399506E0,9.765401487E0
4.021681167E1,-3.046165466E-1,8.763975220E0,2.211800537E0,9.043899298E0
4.022674967E1,4.921765137E-1,8.386310577E0,2.105521545E0,8.660581031E0
4.023668667E1,7.643106079E-1,8.099506989E0,1.725461884E0,8.316453744E0
4.024662367E1,4.752616882E-1,7.694000244E0,1.309027863E0,7.819019592E0
4.025656167E1,3.433859253E-1,7.152725830E0,1.663939819E0,7.351741047E0
4.026649867E1,2.001338196E-1,6.648873596E0,2.319576416E0,7.044714926E0
4.027643667E1,2.475851440E-1,6.730903015E0,2.602937164E0,7.220916540E0
4.028637367E1,3.935316467E-1,7.655979309E0,2.876568146E0,8.188011397E0
4.029631167E1,8.427474976E-2,8.590485992E0,3.360212402E0,9.224672309E0
4.030624867E1,-4.840933228E-1,9.166787567E0,3.592678986E0,9.857569829E0
4.031618667E1,-9.074130249E-1,9.659712524E0,3.422482910E0,1.028818904E1
4.032612367E1,-1.164129181E0,1.013856674E1,3.131937103E0,1.067495959E1
